gene,sig_population,Early_G1,Late_G1,S,G2_M,state
Smc6,6,1.811757792,2.463984204,3.117917719,2.258292825,up
Hmgn1,5,1.576973949,1.710668548,3.28286366,1.978144781,up
Adrm1,3,1.818348993,1.648320417,2.366532797,1.228872503,up
Dad1,2,1.257933717,0.934919444,1.66504566,1.045080418,up
Toe1,3,1.170422957,1.39246396,1.892693756,1.303443081,up
Ncaph2,5,1.501651815,2.344359858,3.821950789,3.576523869,up
Wdr18,4,1.221702811,2.120067637,3.32719351,1.523519491,up
Hspbp1,5,1.802241968,2.03085506,2.239118043,0.493034593,up
Ipo9,6,1.977352013,2.431130176,3.435934532,2.304590929,up
Agpat5,5,1.140343393,1.401173008,1.727078304,1.408182936,up
Nup93,5,0.999922729,2.25007757,4.131812595,3.433784778,up
Prps1,2,1.430572926,0.855716693,1.780849176,1.338906934,up
Rexo2,5,0.97455808,1.70219436,2.422100967,1.156818779,up
Gtf2h5,5,1.295772657,1.452656101,3.152337948,2.021854729,up
Cyba,3,1.544370606,1.807214455,2.079607138,0.957701803,up
Ndufa3,5,1.46999854,2.106384252,2.739011605,2.33744156,up
Alg8,6,1.389577654,2.40073586,4.128862929,2.726099192,up
Acat2,4,1.608435704,2.015547547,3.145677838,1.86127875,up
Tbcb,2,0.698534657,2.171420552,2.672021139,2.657906186,up
Cox17,3,1.477540212,1.597262838,3.046428484,2.452478428,up
Bcat2,2,0.746916204,0.981389533,1.147695012,1.003246141,up
Parl,3,1.741454307,1.88154834,2.15531826,1.356104577,up
Eftud2,5,1.356349236,2.160061751,2.682488916,2.246318637,up
Trpc2,5,1.556026697,1.65835891,1.667710911,1.162879365,up
Tmem107,6,1.688293472,3.002575086,4.204661916,2.125029497,up
Galk1,5,0.866994953,2.618619485,2.61896465,1.696928031,up
Nup107,6,1.320591549,3.006195589,4.312562256,4.107710486,up
Tmem106c,5,1.63782195,2.414448745,2.715120379,1.947459319,up
Ppie,4,1.19490774,1.976951093,3.119362943,2.43011474,up
Polr3k,4,0.998974293,2.28372779,2.56403284,1.735332612,up
Shq1,3,1.301871505,1.917167888,2.111514579,0.983305623,up
Ssr1,3,1.070568768,1.152256005,1.203373397,0.910123965,up
Mrpl20,4,1.44398507,1.639465085,3.264711335,1.808660784,up
Mrpl23,3,1.541953977,1.909801272,2.39811398,1.893052325,up
Nans,5,1.406599163,2.012616535,3.952413591,1.873225812,up
Ppp4c,5,2.102365661,1.610114908,3.249863649,3.061640617,up
Msh6,3,1.574184173,1.637431915,1.976467805,1.04096762,up
Psmb8,2,0.909728069,1.579093982,1.67518461,1.271425117,up
Hmbs,5,1.002521748,2.224183394,2.309955893,1.969845204,up
Actn4,5,1.276100196,2.560873441,2.900740127,1.740899681,up
Ramp2,3,1.42042009,1.893026158,2.665906118,1.775625327,up
Mrp63,5,1.198377761,1.295421489,1.96475754,1.420585524,up
Tpr,2,1.149743452,1.452910087,1.996904421,1.335036734,up
Tmx2,4,1.49571552,1.494633869,2.296266864,1.767050336,up
Ubl4,5,0.85241436,1.636749984,3.124564203,2.116627401,up
Bud31,3,1.608387215,2.16917214,2.687386103,2.280997686,up
Pitrm1,2,0.927744117,1.877548716,1.878365464,1.093852922,up
Mrps33,2,1.244549997,1.274997583,1.293614842,1.175710048,up
Med8,3,1.045485795,1.729726118,2.136162441,2.101078364,up
Isy1,5,1.658352575,2.184605135,2.980365419,1.371051956,up
Snrnp40,2,1.137807251,2.064417057,2.797421934,1.724269681,up
Mtch2,5,1.229479116,1.280941208,3.060889899,2.082622253,up
Tada1,3,1.156753452,1.808463239,2.574139443,2.111270673,up
Morf4l2,3,1.175046092,1.969654827,2.56837061,2.19298255,up
Sec23b,4,1.224648619,1.941268929,2.933807172,1.701170947,up
Minos1,5,1.067064188,1.306118527,2.088210814,1.755744915,up
Acat1,5,1.174644237,2.061057965,2.547154528,2.23526774,up
U2af1,5,1.267886343,2.34056475,3.094570525,2.030805833,up
Ndufaf2,5,1.162331466,2.03986157,2.796081571,1.02925295,up
Nudcd2,3,1.050029853,1.731234168,3.008892345,2.088956032,up
Meaf6,4,1.544621058,1.640021668,3.121793097,2.139560638,up
Calm1,5,1.191711427,1.416415748,1.429624112,1.035684187,up
Tssc4,6,1.914266289,2.718376745,3.00689694,1.467014527,up
Sip1,6,1.041634374,2.209410327,3.871868419,1.842019487,up
Exosc9,3,0.888498169,1.212964648,2.748936452,2.426146408,up
Slc38a10,2,0.927428858,1.149631754,1.343530985,0.931708779,up
Ankrd32,5,1.569756073,2.429272265,2.473420492,1.767098269,up
Plp2,3,1.697608378,2.480890738,3.04416842,1.734217673,up
Nup188,5,1.568689183,1.163643952,1.940258019,0.960063488,up
Agk,4,1.216583163,1.535493664,2.681072089,1.704757474,up
Ado,3,0.968114234,2.099686632,2.585596536,1.543258667,up
Cul1,4,1.464857985,1.625608434,1.6648399,0.992195472,up
Fbl,2,1.287506139,2.039142509,2.393838348,0.494124471,up
Trp53,3,1.405535259,1.722981396,2.47975564,1.62475089,up
Bre,3,0.888737864,2.189256072,2.704858961,1.989105439,up
Impa2,5,1.19709027,2.253537463,3.119968361,1.112237694,up
Tubg2,6,1.489805233,3.665804534,4.951985014,3.060249731,up
Srsf3,3,1.071664353,1.418365502,1.464533401,1.229395384,up
Rheb,3,1.395496689,1.538479401,2.707979744,2.040048053,up
Ncapd3,6,1.347583062,2.494028911,3.97603908,3.888991062,up
Dnajc11,3,1.061844439,1.424419825,2.114240559,1.553249646,up
Chchd2,3,1.16585028,1.385260864,1.831791877,1.252576723,up
Mrps36,5,1.281704464,2.090811621,3.209526847,2.062168107,up
Krtcap2,3,1.172722387,2.043083235,2.571765209,1.074377932,up
Cd320,2,1.123547514,1.364533025,1.757289427,0.441915337,up
Med22,2,0.769568605,0.979630781,1.45474366,0.614478507,up
Ndufb9,3,1.390892091,2.050696644,2.860453808,2.372591151,up
Pwp1,4,1.490048711,1.912271918,2.306968515,1.723222242,up
Litaf,3,1.123330709,1.871043653,3.004577501,1.534717915,up
Haus1,6,1.34141117,2.634644237,3.202678213,2.552468392,up
Sae1,6,1.640076312,3.223206712,3.985666283,3.737069282,up
Higd1a,5,1.183634999,2.346899916,2.539896011,0.899873481,up
Wdr77,4,1.104012341,1.854154533,2.208090655,1.073224943,up
Eif3i,2,1.088730947,2.037871811,2.166068495,1.234852693,up
Yif1b,4,1.397116479,1.541673809,3.228077986,1.883668977,up
Slfn9,5,1.337437627,1.388978423,1.736471065,0.907953682,up
Hmgxb4,5,1.416538272,1.646835322,2.652135743,1.589749257,up
Ubr7,5,1.296600643,2.053778683,3.371407809,1.917458136,up
Cenpm,6,1.204569343,3.719029274,6.38650169,5.091344461,up
Lsm7,2,1.237974136,1.568447106,2.198653945,1.514779968,up
Apoo,6,1.00337138,1.53545625,2.91867916,1.786858661,up
Mrps2,2,1.47844042,1.499268687,1.515029238,1.271388726,up
Prdx4,6,1.532035762,2.09141259,2.771961646,2.132172367,up
Las1l,4,1.073628354,1.975134845,2.141573063,1.52432613,up
Dhrs4,5,1.378895482,2.06811645,3.981821449,1.912561192,up
Slc35a4,2,1.774869915,1.645358711,2.71202538,1.840538864,up
Moap1,3,0.95911902,1.307339426,2.354230849,1.757050243,up
Ndufa8,3,1.205563471,1.816740393,2.35846205,1.850840735,up
Rad18,6,1.358075462,3.580251161,4.669369628,4.102170763,up
Zfp367,5,1.072267499,1.970513455,2.204863468,0.705905841,up
Ddx46,2,1.255095931,1.115462381,1.400565459,1.12456878,up
Scamp2,2,0.925984447,1.204361555,2.054074611,1.440451503,up
Ftsj3,3,0.635247398,2.309936139,3.282797917,1.488059769,up
Trappc1,4,1.144594451,1.030630092,2.34148077,1.864705596,up
Dlst,2,1.044014797,1.258245848,2.572943557,1.778262232,up
Eif3j1,2,1.219014533,1.213089031,1.549232826,1.402213268,up
Mrpl15,3,0.873663832,1.76149658,2.088527962,1.403840588,up
Bcl2,3,0.802154771,1.944327217,2.212354883,1.603630116,up
Atad5,6,1.281241247,2.404311189,2.940407567,1.613528229,up
Pcmt1,5,0.930117923,1.762476115,2.370306911,2.230199184,up
Mthfd1l,3,1.189167177,1.674690398,2.054626022,1.269733491,up
Cpsf2,3,0.934678338,1.727893381,1.863532564,1.575964484,up
Cnpy4,2,0.915350522,1.223148635,1.556484704,0.301788367,up
Baz1b,5,0.854206671,2.0324859,2.140866792,1.595203652,up
Pno1,4,0.996060771,1.859270131,2.735762429,1.27156594,up
Rrp12,4,0.956496336,1.610822688,1.653119915,0.67292752,up
Timm10,2,0.987481145,1.122823969,2.714761504,1.164445575,up
Mfge8,2,1.219159263,1.415060614,1.437042288,1.172257851,up
Erlin1,2,1.420348489,1.369004698,2.00982039,0.848580993,up
Elp5,4,0.56758736,1.797468288,2.046406011,1.524553691,up
Heatr1,3,1.081197938,1.540696753,1.983446466,0.940654016,up
Ndufb3,3,1.102641128,1.189318052,3.096629289,2.393651394,up
Tubb5,6,1.086819534,2.062610475,2.822125008,2.356508072,up
Rif1,4,1.289062274,1.89000992,2.296986443,1.363911234,up
Ndufb6,5,0.903224692,1.700319325,2.594192241,2.459528168,up
Dna2,6,1.19691026,2.561642645,3.753647242,1.493836899,up
Polr2d,4,1.051951847,2.037486482,2.414092356,1.38305072,up
Mbd4,2,1.128995345,1.081886628,2.033103855,1.063012277,up
Parp2,4,1.156156174,1.850634896,2.526535567,1.905932931,up
Coq7,6,1.259950898,1.499286256,2.672164541,2.214604137,up
Serf1,3,0.978396834,1.606192373,2.278626797,0.891131383,up
Gtf2h2,2,1.003912416,0.974270199,1.645926698,1.511902566,up
Eif3h,2,1.09857799,1.322766502,1.497130149,1.407242707,up
Gm20708,3,1.083408078,2.036886226,2.381490085,1.060558093,up
Anp32b,2,0.960694743,2.022451032,2.192976212,2.014210472,up
Dnajc15,3,1.102875123,1.677223951,2.988723948,2.464236495,up
Ppih,5,1.364611928,2.155548871,3.429873209,3.329125451,up
Memo1,4,1.02896563,1.981331557,2.58938205,1.334038589,up
Ica1,4,0.244290451,1.380216876,1.79352001,-0.415262211,up
Ppp2r1a,2,1.211696261,1.673710116,1.826751983,1.577797348,up
Fxn,5,1.246258539,1.619594074,2.167434595,1.259390346,up
Tsfm,5,0.972508875,2.055967896,2.694519459,2.156033121,up
Ndufa7,3,1.090476344,1.920489909,2.391792381,2.235309214,up
Sigmar1,2,0.866415915,1.052044664,2.331701832,1.214502853,up
Ccne2,6,0.939601975,2.969047738,5.874695231,1.35395862,up
Cenpk,6,1.296804306,3.104228834,5.061807908,4.037509913,up
Ddx56,4,0.856928207,2.100517774,3.162948504,1.55415097,up
Ripk3,2,0.873777788,2.078830357,3.341823368,1.90287135,up
Mrpl55,3,1.047079102,1.592140053,1.795877124,1.363570237,up
Vdac1,5,1.019916405,1.764028315,3.039669735,1.764594198,up
Eprs,3,0.915944563,1.846106869,2.399051585,1.145823606,up
Cyb5r3,3,1.516568841,1.315485685,2.567226606,1.519464291,up
11-Sep,5,0.94592575,1.97075212,2.875397242,1.63194434,up
Mrpl16,2,1.044725099,1.886487532,1.951991612,1.445502174,up
Rab31,2,1.215385064,1.442823333,2.445039469,1.872923003,up
Dynlt1-ps1,5,1.087107018,1.918525704,3.427846092,2.717666882,up
Prps2,5,0.867478113,2.51813927,2.626172354,2.432861249,up
Gltp,4,1.226751908,2.067921362,2.964773398,0.543511271,up
Prpf38b,2,1.100898825,1.537020012,1.595254007,0.678865033,up
Zdhhc6,4,0.98752997,2.344195273,2.857756179,2.171628247,up
Sdhc,4,1.052561698,1.681060667,2.224738833,1.661761668,up
Jagn1,4,1.045656426,2.071998134,2.611015372,1.977935334,up
Arhgdia,3,1.105351402,1.685048412,1.986648734,1.227709167,up
Nubp2,4,1.397315282,2.213438935,2.341708987,2.276127743,up
D10Wsu52e,3,0.901285979,1.208174695,1.328309653,0.693272166,up
Fam165b,5,1.071777268,1.237695998,2.908079605,2.467074506,up
Skp2,5,1.191768329,1.755423555,2.078825339,1.912155235,up
Tm9sf1,5,0.935598018,1.68771047,2.667275145,1.701527758,up
Snrnp25,4,1.362880574,2.138672539,4.152355938,3.635070644,up
Chrac1,2,1.359175257,0.734819291,1.938984107,0.680816523,up
Aco2,3,0.873198932,1.696426214,2.593907,1.922865362,up
Ssrp1,6,1.018027005,1.934922806,2.671108005,2.119254046,up
Zcchc17,3,1.028928372,0.641650273,2.158259275,1.826171194,up
Tbrg4,4,1.154254979,1.469785133,1.583975418,0.789219771,up
Ppib,2,1.138554661,1.174877406,1.74129855,1.618372097,up
Tmem98,4,1.141444469,1.741636735,2.412451834,0.525868273,up
Psme3,3,1.208952974,1.424377057,1.924836153,1.060969467,up
Ecd,3,1.084060527,1.463993149,2.09033575,1.648207038,up
Ndufa10,3,0.675028926,1.739348326,2.79133773,1.875139699,up
Pole4,4,1.263195052,1.933138418,2.51866861,1.166121868,up
Xpo5,3,0.675810089,1.905268508,2.030804939,1.250387895,up
Hnrnpa1,4,1.014870776,1.266271938,1.616881168,1.536440183,up
Cnpy3,2,0.943991406,1.571963272,2.300672925,0.660618505,up
Tmem208,3,1.497498491,1.439442246,2.461643365,2.093717425,up
Wdr76,6,1.095736737,2.102062556,2.220410425,1.542444246,up
Orc3,2,0.91656492,1.229127269,1.906266864,1.453284747,up
Blvra,5,1.129597067,2.750545533,3.067956934,2.505515922,up
Gins4,5,0.975982422,1.876598581,3.157710788,2.172771753,up
Naa50,5,1.088100361,2.334432306,2.726520369,1.73826465,up
Rngtt,2,1.023290722,1.223176312,1.743048338,1.692639493,up
Irf8,2,0.795491233,1.12272468,1.634278547,1.223880093,up
Ebp,5,1.085820042,1.596976266,3.783227834,2.674117244,up
Tk1,6,1.092837573,4.939349244,8.942894158,5.168154372,up
Mospd3,3,1.093498322,1.185960475,1.844552287,1.670340842,up
Cox7a2,6,1.066356485,2.125750174,3.343589375,2.952802647,up
Ube2k,3,0.951401546,1.547330703,2.249826858,1.064302349,up
BC055324,5,1.005037275,1.693759684,4.36183442,2.406260394,up
Akip1,4,1.018145321,2.504292952,3.319291939,2.094710835,up
Tyms,6,1.095920679,2.631683217,4.587156712,2.647713465,up
Pcbp1,3,0.967935968,1.789160048,2.308910309,0.644256769,up
Eif5a,3,0.9464293,1.091608529,1.309899941,0.610182241,up
Hnrnpa3,3,0.974763458,1.341807464,1.718070068,1.653233931,up
Kpna1,4,0.858179541,1.510330418,1.748011399,1.0744491,up
Snrpc,5,0.797185251,1.63217666,1.980726531,1.751389652,up
Cdc45,6,0.96647289,2.394746475,5.291505794,3.588877142,up
Prdx1,4,1.043165529,1.249956074,1.538205562,1.085345808,up
Thrap3,2,0.947179175,1.219767186,1.632674565,1.081183248,up
Nr0b2,3,0.49246078,1.042348781,1.049832647,0.256662637,up
Slc25a39,4,0.863562415,2.190974032,3.101129676,1.436946577,up
Ubxn1,2,1.212371028,1.64066355,2.233055369,1.532935237,up
Clspn,6,0.968705676,3.143431749,4.598642906,2.900460179,up
Mcts1,2,0.736422715,2.078067298,2.264679108,2.14861126,up
Pabpn1,3,0.705393133,1.162394543,1.208966835,0.549123511,up
Gm11974,3,0.9429144,1.622954356,2.242985383,0.92966797,up
Pdcd6,2,1.216270718,1.294418717,2.161166207,1.327050479,up
Ergic2,5,1.069273898,1.367277645,2.220767823,1.935948701,up
Nudt14,2,1.470908261,1.261902371,2.447174011,1.008936163,up
Sqle,4,0.628241934,1.579622052,1.895105076,0.137524081,up
Cmpk1,2,0.752480345,1.769655187,2.740242686,1.572642575,up
Glod4,2,1.07662788,1.418912375,2.219906455,0.969782538,up
BC004004,4,1.079369706,2.006714814,2.563794398,1.828720822,up
Cisd2,5,0.98937977,1.610109871,2.46655053,0.810651127,up
Selplg,3,1.410909037,1.245021043,2.433977979,2.367965442,up
Cdca4,6,0.940169604,1.499757717,3.653303499,3.573239217,up
Lamtor1,2,0.912423902,1.518225584,1.819299676,1.664557952,up
Tctn3,2,0.716710135,1.017916539,1.06684279,0.58013949,up
Eny2,3,0.996358069,1.393484067,2.143238327,1.68023291,up
Cdt1,6,0.958192332,1.74283102,2.264900306,0.827803759,up
Tex261,2,0.813735056,1.181696472,2.332722835,1.689405666,up
Rrm2,6,0.706611012,3.995888034,9.400399863,4.337036946,up
Scamp3,4,1.343277626,1.628808758,2.573937871,1.190710375,up
Glod4,3,1.340367234,1.597260728,1.900128752,1.830405334,up
Dscc1,6,0.955157014,2.599445665,3.748639162,1.51666712,up
Coro1c,3,1.381727061,1.733720217,2.458427633,2.102274669,up
VKORC1,2,0.758583486,1.878513512,2.121596578,0.939649669,up
Psmb6,2,0.833634653,1.223360086,1.855715928,1.534655571,up
Tbl3,4,0.80478799,2.096832289,2.988573331,1.611002862,up
Smarcc1,3,0.828900013,1.740290036,2.683032484,1.590958229,up
Spata5,4,1.296111087,0.602545608,2.267116441,0.516829839,up
Smarcb1,4,1.136150542,2.240491185,3.134928599,2.330453191,up
Exosc10,2,0.852520726,1.155310775,2.042398607,1.810758634,up
Cenph,6,0.871570302,2.570464285,4.699999411,2.833276939,up
Asns,4,1.181324423,0.876640462,1.945527867,0.5770387,up
Gtf2e2,3,0.994219767,1.376657123,1.716383152,1.451000355,up
Ift27,3,0.6584376,2.124370815,2.527755652,1.827732632,up
Nxf1,2,1.154156896,1.436140244,2.116122683,1.813035017,up
Ccdc137,2,0.156342328,0.781044111,1.027984606,0.207041467,up
Rad51,6,0.673871601,3.240090892,5.879769887,3.432950413,up
Psmd5,4,1.069186925,1.736991635,3.01176927,1.452408317,up
Smarce1,4,0.899561333,1.636924002,1.973435708,1.838616446,up
Mrpl19,3,0.664316016,1.083113455,1.176207578,0.442306704,up
Poldip2,3,0.936806513,1.139002959,1.876305255,0.664287877,up
Dnajc8,3,1.04471129,1.635320263,2.298922888,2.20336827,up
Smarca5,4,1.094360507,1.337564782,1.899190727,1.801059321,up
Pfas,6,0.83887715,1.907486443,2.119717481,0.742399122,up
Psmg4,3,0.693349553,2.048917036,2.554481947,1.348058332,up
Dtnbp1,3,1.353468626,1.502916229,2.251093742,2.031421099,up
Ncbp2,2,1.269491219,0.937507397,2.447656124,1.198522208,up
Cbx3,6,0.948290764,1.297842454,1.516685808,1.2331858,up
Ergic1,2,1.042349178,1.158105964,1.334976872,1.1628501,up
Smc5,3,0.896917263,1.047289528,1.528191442,1.226206282,up
Psph,2,1.21227594,0.907314911,2.325760823,1.660106746,up
Arl6ip6,4,1.141542839,1.368138428,1.728979269,0.808769956,up
Trappc6a,2,1.004321599,1.135199219,1.562631672,0.677997806,up
Tmem126a,2,0.557821634,1.517572477,2.239620029,1.505461793,up
Usp1,4,1.047031604,1.500337761,2.394583319,1.409262536,up
Nsun5,2,0.663497816,1.600722747,1.619990746,0.563038871,up
Emc8,6,0.769408292,1.431154627,1.971921591,1.410059559,up
Fam96b,2,1.167192302,1.232054649,1.987503688,1.630884648,up
Ptp4a1,3,0.963218626,1.150802025,2.052794946,1.499870413,up
Tmem48,6,0.793821069,2.281603891,3.365602584,3.102165905,up
Smpd4,4,0.982294766,1.151891435,2.303404886,1.743621139,up
Ccdc22,2,0.925427196,1.562362686,2.254834617,1.204513382,up
Hsp90b1,3,0.669218588,1.671066669,2.690618321,2.51651001,up
Rpain,3,1.105418402,1.837766653,2.488813659,0.729027154,up
Ube2n,3,0.986843405,1.737374262,1.763018103,1.663326819,up
Tceb1,2,0.845073723,1.472400761,2.374257402,1.53289176,up
Bend4,5,0.652140828,1.372020786,1.468717014,-0.020386222,up
Riok2,2,1.115614269,1.25435789,1.539760841,1.156345152,up
Mrpl11,2,0.979792216,1.231863351,2.038893504,1.19300155,up
Gimap9,3,1.039822899,0.968589504,1.846174283,0.545487509,up
Tsr1,2,0.669456473,2.173361912,2.249863068,0.753141145,up
Ict1,3,0.91988507,1.217348647,2.375312233,1.915140487,up
Ddrgk1,2,0.922754471,1.151505941,1.453107814,1.195252909,up
Fam136a,4,0.451752836,2.249733498,3.107329164,1.519450318,up
Mcm10,6,0.623301714,3.426456885,5.338612564,3.367898876,up
Asf1b,6,0.818844217,2.660560587,7.070825309,5.582079641,up
Arpp19,3,0.90084678,1.5367686,2.13239342,1.607921108,up
Acpl2,3,1.030385687,1.160110791,2.343672647,1.101389029,up
Pole,6,0.6190719,2.847666494,3.704128936,1.967751739,up
Mlkl,3,0.922116847,1.650215643,2.686826376,1.499318707,up
Mars,4,1.088029333,1.701003849,2.277636351,2.23763717,up
Ube2g2,3,0.993270433,1.680823487,2.036666364,1.969571308,up
Fbxo7,2,0.281775441,1.856466535,2.203507353,1.820095491,up
Nanp,3,1.07842427,1.761720237,2.148358216,0.972640907,up
Nop14,2,0.969494234,1.245314111,2.141591704,0.857668199,up
Mrpl44,3,0.635054568,1.988919976,2.983416344,1.642508934,up
Thoc7,4,0.827728526,1.509468957,1.570516441,1.440901363,up
Ncapg2,6,0.647603292,2.864855542,4.294245196,3.342070283,up
Ubap2l,2,0.912965435,1.15614398,1.313085915,0.843282422,up
Eif2b3,2,0.871893547,1.34022891,1.887952099,0.627950466,up
Mpc2,2,0.927282079,1.482702901,2.1485995,0.779584193,up
Polr2g,2,0.947069513,1.824647894,2.471457339,1.679872265,up
Abhd14a,2,0.568337715,2.059182933,2.070786792,0.782977106,up
Lsm2,6,0.752978654,2.413966269,4.078312101,2.761379719,up
Atp5d,2,0.625459704,1.843564387,2.099346988,1.712195029,up
Zcwpw1,5,1.10176205,0.907541742,1.833566525,1.162456696,up
Zfp808,5,1.157782513,1.290102653,1.787135704,1.251275232,up
Cyb5r1,5,0.67956015,1.944631897,2.142822267,0.900132542,up
Dbr1,5,0.952325248,1.162322913,2.045734773,1.479967824,up
Snrnp70,4,0.811286855,1.390892387,1.901440716,1.477333519,up
Gnpnat1,4,1.078517089,1.745261312,1.931273597,0.739117427,up
Vps29,2,0.41042068,1.748973747,2.227239741,1.981793751,up
Rbbp8,5,0.788004163,2.177857808,3.349509825,2.267447723,up
Ppig,2,0.858124309,1.54245697,2.35506212,1.416251676,up
Pmpca,4,0.889944844,1.27914469,2.275910598,1.757750907,up
Pigyl,3,0.568341359,1.2650254,1.510632951,0.066076942,up
Rcc2,4,0.773352931,1.570188126,1.670675601,1.375387215,up
Gstp1,2,0.682078915,1.410530244,1.502850359,0.407183581,up
Sf3b4,4,0.761137486,1.745897876,2.00786154,0.878461177,up
Eif3m,2,0.765132448,1.303201977,1.660598753,1.569402468,up
Eif2s2,3,0.838728187,1.482194447,1.809086461,1.210420171,up
Prelid1,2,1.104767825,1.20445097,2.627311155,2.250659792,up
Dpysl2,4,1.019849031,1.34969409,2.187858994,0.784957381,up
Psip1,6,1.151262986,1.293199395,2.318226964,2.17583706,up
Ndufa11,3,1.005089923,1.250330548,2.214087213,1.789683112,up
Fam50a,3,1.094074598,0.996562405,1.580684032,0.995456685,up
Exo1,6,0.477728733,2.579066308,3.624278295,1.843435772,up
Mthfd2,6,0.322313721,2.244433092,4.281013684,2.105540855,up
Tsnax,2,-0.018402502,1.059525879,1.092963243,0.309787559,up
Chchd6,4,0.726781906,1.577241545,2.587050788,1.271061836,up
Ide,3,1.069302631,1.731823836,2.447221298,1.027507033,up
Ptges3,6,0.743026298,1.42968589,1.820120897,0.918432952,up
Slc10a3,4,0.71163019,1.501837576,2.388096325,0.498471025,up
Arf1,2,1.028911826,1.075919407,1.460405028,1.081195958,up
Kdelr2,5,0.545087609,1.62193973,2.048870303,0.732069091,up
Atp1b3,4,0.974198871,1.521135365,1.689009168,0.867735164,up
Tardbp,4,0.593627231,1.674748155,2.174915928,1.463463188,up
Fanca,6,0.789356422,1.821856541,3.249773811,2.004443347,up
Llph,2,0.73681082,1.327106218,1.609382644,1.040950312,up
Rhoa,3,0.837919287,0.964890019,1.725322237,1.722161328,up
Gid4,2,-0.007282685,0.90159525,1.224625933,0.159439999,up
Orc5,3,0.989253889,1.013055863,1.709997062,1.202895851,up
Tor1a,3,0.96628648,1.865000346,2.65808769,1.817688968,up
Lsmd1,3,1.0111114,1.054150202,3.928946657,2.344893376,up
Otos,4,0.794313176,1.541583577,1.79709183,1.061112059,up
Fam192a,4,0.471194436,1.920671812,1.985861015,1.426253613,up
Bloc1s1,2,0.478178497,1.73345853,1.935519956,1.163707075,up
Spice1,4,0.842184119,1.209114003,1.387539971,1.030746171,up
Mutyh,4,0.824892741,1.130321989,2.144938279,1.638146123,up
Gcn1l1,2,0.983695595,1.174322402,1.310839263,0.183710252,up
Rad54b,6,0.589314331,2.317893239,3.560072132,2.990894425,up
Mtfp1,3,0.610128616,1.284939293,1.312869265,0.504031992,up
Psmg1,3,0.697671745,1.487075842,2.927515325,1.465961877,up
Blm,6,0.455153199,2.057631627,2.453796459,2.258960628,up
Rbbp4,5,0.951014411,1.412204714,1.987694665,1.422457375,up
Mre11a,3,0.547951293,1.409483409,2.387464438,1.894835023,up
Orc2,3,0.756878688,1.563418264,1.655843979,1.065552987,up
Nubp1,3,0.713206525,1.582581043,2.44229102,1.600607778,up
Htra2,3,1.016231119,1.336368889,2.076873601,1.351480395,up
Myst2,2,0.642912754,1.433418,2.024177337,1.804995079,up
Wdr4,3,0.929795842,1.203145828,2.138125793,1.188539766,up
Cpsf1,3,0.830365561,1.268535227,2.238521146,1.728615591,up
Mecr,5,0.903325498,1.616714712,2.394638472,1.271802345,up
Nip7,4,0.953977276,1.239281688,1.389514853,0.743289653,up
Cdca5,6,0.707545196,1.747239106,5.692530651,4.918616586,up
Tmem109,5,0.80283367,2.037581377,3.861961759,1.272785103,up
Ssu72,3,1.30584373,1.000300364,1.815401242,1.445574109,up
Saal1,2,0.782259343,1.382449695,1.525340252,0.721905705,up
Ezr,2,0.662690174,1.508947385,2.167897961,1.588045053,up
Mphosph6,3,0.920446668,1.164262294,2.396128904,1.540672227,up
Angptl4,4,0.738496815,1.193304891,2.079059707,0.493675663,up
Srrm1,2,0.836371923,1.075180671,1.103960629,0.770190286,up
Ctc1,4,0.556885592,1.833308354,2.857307252,2.174176361,up
Mrps12,3,0.376043416,1.612469514,1.829320468,1.622927786,up
Traf7,3,0.230188411,1.762013013,2.574959913,2.23048033,up
Mrps10,2,0.948091215,1.4488331,1.964780239,1.848190012,up
Nup160,6,0.696936854,1.422165003,3.041598442,2.274927554,up
Nefh,3,0.738070712,0.831016614,1.487188968,-0.519146235,up
Rrp15,3,0.688452422,1.553070159,1.83180528,0.749833993,up
Pdlim1,4,1.172006401,1.064408381,1.471544548,1.13737959,up
Sh3glb2,3,0.680250316,1.416214904,1.591247489,0.143427287,up
Fam178a,3,0.519352091,1.208025468,1.399476072,0.309580914,up
Cdk2ap1,2,0.729094821,1.388130852,1.893947324,0.965904783,up
Pbk,6,0.32855763,3.370963324,8.072970553,7.024357499,up
Mdh2,2,0.665442122,1.272792585,1.439010778,0.974073164,up
Sec61g,3,1.015385469,1.370183891,1.937871695,1.747007267,up
15-Sep,2,0.911436175,0.996511818,1.945212706,1.394777552,up
Pms2,3,0.69035256,1.345342916,2.809252198,1.318197421,up
Nptn,4,0.532228296,1.411247299,1.930303076,0.963192318,up
Hdgf,3,0.73789792,1.521185299,2.15822393,0.990142591,up
Rad51ap1,6,0.348948179,2.769157793,5.017639048,3.05257942,up
Trmt6,3,0.414743055,1.710207229,2.416212056,0.653963927,up
Pask,6,0.633146344,1.783344794,3.584657013,1.83658703,up
Nsl1,6,0.589713322,1.955327665,4.695194255,4.132814688,up
Spata24,4,0.577663669,1.476303697,2.188890797,1.433158191,up
Polr2k,3,0.365809153,1.186762378,2.573962589,2.17018202,up
Jmjd6,2,0.708027704,1.002755465,1.453853044,0.910886155,up
Ppm1g,6,0.974601735,1.633774185,2.995749435,1.137983298,up
Uck1,4,0.936178049,1.550606192,1.831973143,1.063421303,up
